jobName,repetition,sortType,size,time,partition
cmp625, 6, BruteForce, 5000, 0.2578, grace1
cmp625, 6, Hybrid_5, 5000, 0.0031, grace1
cmp625, 6, Hybrid_10, 5000, 0.0029, grace1
cmp625, 6, Hybrid_20, 5000, 0.0030, grace1
cmp625, 6, Hybrid_30, 5000, 0.0032, grace1
cmp625, 6, Hybrid_50, 5000, 0.0037, grace1
cmp625, 6, Hybrid_100, 5000, 0.0050, grace1
cmp625, 6, Hybrid_500, 5000, 0.0176, grace1
cmp625, 6, Hybrid_1000, 5000, 0.0349, grace1
cmp625, 6, Hybrid_5000, 5000, 0.2726, grace1
cmp625, 6, NativeSorted, 5000, 0.0004, grace1
cmp625, 6, BruteForce, 10000, 1.0275, grace1
cmp625, 6, Hybrid_5, 10000, 0.0069, grace1
cmp625, 6, Hybrid_10, 10000, 0.0066, grace1
cmp625, 6, Hybrid_20, 10000, 0.0067, grace1
cmp625, 6, Hybrid_30, 10000, 0.0070, grace1
cmp625, 6, Hybrid_50, 10000, 0.0080, grace1
cmp625, 6, Hybrid_100, 10000, 0.0108, grace1
cmp625, 6, Hybrid_500, 10000, 0.0346, grace1
cmp625, 6, Hybrid_1000, 10000, 0.0784, grace1
cmp625, 6, Hybrid_5000, 10000, 0.3623, grace1
cmp625, 6, NativeSorted, 10000, 0.0008, grace1
cmp625, 6, BruteForce, 50000, 31.2215, grace1
cmp625, 6, Hybrid_5, 50000, 0.0442, grace1
cmp625, 6, Hybrid_10, 50000, 0.0408, grace1
cmp625, 6, Hybrid_20, 50000, 0.0405, grace1
cmp625, 6, Hybrid_30, 50000, 0.0424, grace1
cmp625, 6, Hybrid_50, 50000, 0.0473, grace1
cmp625, 6, Hybrid_100, 50000, 0.0632, grace1
cmp625, 6, Hybrid_500, 50000, 0.1923, grace1
cmp625, 6, Hybrid_1000, 50000, 0.3687, grace1
cmp625, 6, Hybrid_5000, 50000, 2.0686, grace1
cmp625, 6, NativeSorted, 50000, 0.0051, grace1
cmp625, 6, BruteForce, 100000, 144.1451, grace1
cmp625, 6, Hybrid_5, 100000, 0.0924, grace1
cmp625, 6, Hybrid_10, 100000, 0.0902, grace1
cmp625, 6, Hybrid_20, 100000, 0.0913, grace1
cmp625, 6, Hybrid_30, 100000, 0.0946, grace1
cmp625, 6, Hybrid_50, 100000, 0.1046, grace1
cmp625, 6, Hybrid_100, 100000, 0.1392, grace1
cmp625, 6, Hybrid_500, 100000, 0.3952, grace1
cmp625, 6, Hybrid_1000, 100000, 0.7202, grace1
cmp625, 6, Hybrid_5000, 100000, 3.2721, grace1
cmp625, 6, NativeSorted, 100000, 0.0111, grace1
cmp625, 6, BruteForce, 500000, 4004.5284, grace1
cmp625, 6, Hybrid_5, 500000, 0.5524, grace1
cmp625, 6, Hybrid_10, 500000, 0.5391, grace1
cmp625, 6, Hybrid_20, 500000, 0.5441, grace1
cmp625, 6, Hybrid_30, 500000, 0.5623, grace1
cmp625, 6, Hybrid_50, 500000, 0.6102, grace1
cmp625, 6, Hybrid_100, 500000, 0.7529, grace1
cmp625, 6, Hybrid_500, 500000, 2.1325, grace1
cmp625, 6, Hybrid_1000, 500000, 3.8042, grace1
cmp625, 6, Hybrid_5000, 500000, 18.2461, grace1
cmp625, 6, NativeSorted, 500000, 0.0669, grace1
cmp625, 6, BruteForce, 1000000, 16349.1210, grace1
cmp625, 6, Hybrid_5, 1000000, 1.1482, grace1
cmp625, 6, Hybrid_10, 1000000, 1.1204, grace1
cmp625, 6, Hybrid_20, 1000000, 1.1328, grace1
cmp625, 6, Hybrid_30, 1000000, 1.1664, grace1
cmp625, 6, Hybrid_50, 1000000, 1.2614, grace1
cmp625, 6, Hybrid_100, 1000000, 1.5485, grace1
cmp625, 6, Hybrid_500, 1000000, 4.1270, grace1
cmp625, 6, Hybrid_1000, 1000000, 8.0182, grace1
cmp625, 6, Hybrid_5000, 1000000, 37.7156, grace1
cmp625, 6, NativeSorted, 1000000, 0.1440, grace1
cmp625, 7, BruteForce, 1000, 0.0106, grace1
cmp625, 7, Hybrid_5, 1000, 0.0005, grace1
cmp625, 7, Hybrid_10, 1000, 0.0005, grace1
cmp625, 7, Hybrid_20, 1000, 0.0005, grace1
cmp625, 7, Hybrid_30, 1000, 0.0005, grace1
cmp625, 7, Hybrid_50, 1000, 0.0006, grace1
cmp625, 7, Hybrid_100, 1000, 0.0008, grace1
cmp625, 7, Hybrid_500, 1000, 0.0031, grace1
cmp625, 7, Hybrid_1000, 1000, 0.0102, grace1
cmp625, 7, Hybrid_5000, 1000, 0.0101, grace1
cmp625, 7, NativeSorted, 1000, 0.0001, grace1
cmp625, 7, BruteForce, 2000, 0.0409, grace1
cmp625, 7, Hybrid_5, 2000, 0.0012, grace1
cmp625, 7, Hybrid_10, 2000, 0.0010, grace1
cmp625, 7, Hybrid_20, 2000, 0.0010, grace1
cmp625, 7, Hybrid_30, 2000, 0.0011, grace1
cmp625, 7, Hybrid_50, 2000, 0.0013, grace1
cmp625, 7, Hybrid_100, 2000, 0.0019, grace1
cmp625, 7, Hybrid_500, 2000, 0.0077, grace1
cmp625, 7, Hybrid_1000, 2000, 0.0152, grace1
cmp625, 7, Hybrid_5000, 2000, 0.0410, grace1
cmp625, 7, NativeSorted, 2000, 0.0001, grace1
cmp625, 7, BruteForce, 5000, 0.2705, grace1
cmp625, 7, Hybrid_5, 5000, 0.0031, grace1
cmp625, 7, Hybrid_10, 5000, 0.0030, grace1
cmp625, 7, Hybrid_20, 5000, 0.0030, grace1
cmp625, 7, Hybrid_30, 5000, 0.0032, grace1
cmp625, 7, Hybrid_50, 5000, 0.0036, grace1
cmp625, 7, Hybrid_100, 5000, 0.0049, grace1
cmp625, 7, Hybrid_500, 5000, 0.0167, grace1
cmp625, 7, Hybrid_1000, 5000, 0.0439, grace1
cmp625, 7, Hybrid_5000, 5000, 0.2714, grace1
cmp625, 7, NativeSorted, 5000, 0.0004, grace1
cmp625, 7, BruteForce, 10000, 1.0318, grace1
cmp625, 7, Hybrid_5, 10000, 0.0068, grace1
cmp625, 7, Hybrid_10, 10000, 0.0066, grace1
cmp625, 7, Hybrid_20, 10000, 0.0067, grace1
cmp625, 7, Hybrid_30, 10000, 0.0070, grace1
cmp625, 7, Hybrid_50, 10000, 0.0081, grace1
cmp625, 7, Hybrid_100, 10000, 0.0108, grace1
cmp625, 7, Hybrid_500, 10000, 0.0369, grace1
cmp625, 7, Hybrid_1000, 10000, 0.0716, grace1
cmp625, 7, Hybrid_5000, 10000, 0.3771, grace1
cmp625, 7, NativeSorted, 10000, 0.0008, grace1
cmp625, 7, BruteForce, 50000, 31.8886, grace1
cmp625, 7, Hybrid_5, 50000, 0.0412, grace1
cmp625, 7, Hybrid_10, 50000, 0.0400, grace1
cmp625, 7, Hybrid_20, 50000, 0.0404, grace1
cmp625, 7, Hybrid_30, 50000, 0.0421, grace1
cmp625, 7, Hybrid_50, 50000, 0.0468, grace1
cmp625, 7, Hybrid_100, 50000, 0.0614, grace1
cmp625, 7, Hybrid_500, 50000, 0.1911, grace1
cmp625, 7, Hybrid_1000, 50000, 0.3487, grace1
cmp625, 7, Hybrid_5000, 50000, 1.7851, grace1
cmp625, 7, NativeSorted, 50000, 0.0052, grace1
cmp625, 7, BruteForce, 100000, 149.3949, grace1
cmp625, 7, Hybrid_5, 100000, 0.0913, grace1
cmp625, 7, Hybrid_10, 100000, 0.0889, grace1
cmp625, 7, Hybrid_20, 100000, 0.0902, grace1
cmp625, 7, Hybrid_30, 100000, 0.0933, grace1
cmp625, 7, Hybrid_50, 100000, 0.1033, grace1
cmp625, 7, Hybrid_100, 100000, 0.1313, grace1
cmp625, 7, Hybrid_500, 100000, 0.3994, grace1
cmp625, 7, Hybrid_1000, 100000, 0.7591, grace1
cmp625, 7, Hybrid_5000, 100000, 3.6636, grace1
cmp625, 7, NativeSorted, 100000, 0.0113, grace1
cmp625, 7, BruteForce, 500000, 3906.5293, grace1
cmp625, 7, Hybrid_5, 500000, 0.5427, grace1
cmp625, 7, Hybrid_10, 500000, 0.5324, grace1
cmp625, 7, Hybrid_20, 500000, 0.5244, grace1
cmp625, 7, Hybrid_30, 500000, 0.5411, grace1
cmp625, 7, Hybrid_50, 500000, 0.5898, grace1
cmp625, 7, Hybrid_100, 500000, 0.7376, grace1
cmp625, 7, Hybrid_500, 500000, 2.1214, grace1
cmp625, 7, Hybrid_1000, 500000, 3.8155, grace1
cmp625, 7, Hybrid_5000, 500000, 18.4302, grace1
cmp625, 7, NativeSorted, 500000, 0.0667, grace1
cmp625, 7, BruteForce, 1000000, 16092.6149, grace1
cmp625, 7, Hybrid_5, 1000000, 1.1570, grace1
cmp625, 7, Hybrid_10, 1000000, 1.1266, grace1
cmp625, 7, Hybrid_20, 1000000, 1.1348, grace1
cmp625, 7, Hybrid_30, 1000000, 1.1741, grace1
cmp625, 7, Hybrid_50, 1000000, 1.2634, grace1
cmp625, 7, Hybrid_100, 1000000, 1.5519, grace1
cmp625, 7, Hybrid_500, 1000000, 4.3344, grace1
cmp625, 7, Hybrid_1000, 1000000, 7.6686, grace1
cmp625, 7, Hybrid_5000, 1000000, 36.7060, grace1
cmp625, 7, NativeSorted, 1000000, 0.1415, grace1
cmp625, 8, BruteForce, 1000, 0.0099, grace1
cmp625, 8, Hybrid_5, 1000, 0.0005, grace1
cmp625, 8, Hybrid_10, 1000, 0.0005, grace1
cmp625, 8, Hybrid_20, 1000, 0.0005, grace1
cmp625, 8, Hybrid_30, 1000, 0.0005, grace1
cmp625, 8, Hybrid_50, 1000, 0.0006, grace1
cmp625, 8, Hybrid_100, 1000, 0.0010, grace1
cmp625, 8, Hybrid_500, 1000, 0.0037, grace1
cmp625, 8, Hybrid_1000, 1000, 0.0101, grace1
cmp625, 8, Hybrid_5000, 1000, 0.0101, grace1
cmp625, 8, NativeSorted, 1000, 0.0001, grace1
cmp625, 8, BruteForce, 2000, 0.0406, grace1
cmp625, 8, Hybrid_5, 2000, 0.0011, grace1
cmp625, 8, Hybrid_10, 2000, 0.0010, grace1
cmp625, 8, Hybrid_20, 2000, 0.0010, grace1
cmp625, 8, Hybrid_30, 2000, 0.0011, grace1
cmp625, 8, Hybrid_50, 2000, 0.0013, grace1
cmp625, 8, Hybrid_100, 2000, 0.0019, grace1
cmp625, 8, Hybrid_500, 2000, 0.0076, grace1
cmp625, 8, Hybrid_1000, 2000, 0.0109, grace1
cmp625, 8, Hybrid_5000, 2000, 0.0449, grace1
cmp625, 8, NativeSorted, 2000, 0.0001, grace1
cmp625, 8, BruteForce, 5000, 0.2545, grace1
cmp625, 8, Hybrid_5, 5000, 0.0032, grace1
cmp625, 8, Hybrid_10, 5000, 0.0031, grace1
cmp625, 8, Hybrid_20, 5000, 0.0032, grace1
cmp625, 8, Hybrid_30, 5000, 0.0033, grace1
cmp625, 8, Hybrid_50, 5000, 0.0038, grace1
cmp625, 8, Hybrid_100, 5000, 0.0051, grace1
cmp625, 8, Hybrid_500, 5000, 0.0186, grace1
cmp625, 8, Hybrid_1000, 5000, 0.0308, grace1
cmp625, 8, Hybrid_5000, 5000, 0.2596, grace1
cmp625, 8, NativeSorted, 5000, 0.0004, grace1
cmp625, 8, BruteForce, 10000, 1.0292, grace1
cmp625, 8, Hybrid_5, 10000, 0.0069, grace1
cmp625, 8, Hybrid_10, 10000, 0.0062, grace1
cmp625, 8, Hybrid_20, 10000, 0.0063, grace1
cmp625, 8, Hybrid_30, 10000, 0.0069, grace1
cmp625, 8, Hybrid_50, 10000, 0.0076, grace1
cmp625, 8, Hybrid_100, 10000, 0.0105, grace1
cmp625, 8, Hybrid_500, 10000, 0.0384, grace1
cmp625, 8, Hybrid_1000, 10000, 0.0663, grace1
cmp625, 8, Hybrid_5000, 10000, 0.3766, grace1
cmp625, 8, NativeSorted, 10000, 0.0008, grace1
cmp625, 8, BruteForce, 50000, 31.5306, grace1
cmp625, 8, Hybrid_5, 50000, 0.0398, grace1
cmp625, 8, Hybrid_10, 50000, 0.0387, grace1
cmp625, 8, Hybrid_20, 50000, 0.0391, grace1
cmp625, 8, Hybrid_30, 50000, 0.0408, grace1
cmp625, 8, Hybrid_50, 50000, 0.0457, grace1
cmp625, 8, Hybrid_100, 50000, 0.0604, grace1
cmp625, 8, Hybrid_500, 50000, 0.2031, grace1
cmp625, 8, Hybrid_1000, 50000, 0.3555, grace1
cmp625, 8, Hybrid_5000, 50000, 1.7338, grace1
cmp625, 8, NativeSorted, 50000, 0.0051, grace1
cmp625, 8, BruteForce, 100000, 139.2972, grace1
cmp625, 8, Hybrid_5, 100000, 0.0878, grace1
cmp625, 8, Hybrid_10, 100000, 0.0849, grace1
cmp625, 8, Hybrid_20, 100000, 0.0856, grace1
cmp625, 8, Hybrid_30, 100000, 0.0893, grace1
cmp625, 8, Hybrid_50, 100000, 0.0988, grace1
cmp625, 8, Hybrid_100, 100000, 0.1278, grace1
cmp625, 8, Hybrid_500, 100000, 0.3862, grace1
cmp625, 8, Hybrid_1000, 100000, 0.7227, grace1
cmp625, 8, Hybrid_5000, 100000, 3.2101, grace1
cmp625, 8, NativeSorted, 100000, 0.0110, grace1
cmp625, 8, BruteForce, 500000, 4015.3773, grace1
cmp625, 8, Hybrid_5, 500000, 0.5294, grace1
cmp625, 8, Hybrid_10, 500000, 0.5149, grace1
cmp625, 8, Hybrid_20, 500000, 0.5174, grace1
cmp625, 8, Hybrid_30, 500000, 0.5349, grace1
cmp625, 8, Hybrid_50, 500000, 0.5812, grace1
cmp625, 8, Hybrid_100, 500000, 0.7219, grace1
cmp625, 8, Hybrid_500, 500000, 2.0301, grace1
cmp625, 8, Hybrid_1000, 500000, 3.6883, grace1
cmp625, 8, Hybrid_5000, 500000, 17.2057, grace1
cmp625, 8, NativeSorted, 500000, 0.0675, grace1
cmp625, 8, BruteForce, 1000000, 16345.5253, grace1
cmp625, 8, Hybrid_5, 1000000, 1.1965, grace1
cmp625, 8, Hybrid_10, 1000000, 1.1374, grace1
cmp625, 8, Hybrid_20, 1000000, 1.1389, grace1
cmp625, 8, Hybrid_30, 1000000, 1.1736, grace1
cmp625, 8, Hybrid_50, 1000000, 1.2690, grace1
cmp625, 8, Hybrid_100, 1000000, 1.5523, grace1
cmp625, 8, Hybrid_500, 1000000, 4.1127, grace1
cmp625, 8, Hybrid_1000, 1000000, 7.5322, grace1
cmp625, 8, Hybrid_5000, 1000000, 35.6959, grace1
cmp625, 8, NativeSorted, 1000000, 0.1400, grace1
cmp625, 9, BruteForce, 1000, 0.0100, grace1
cmp625, 9, Hybrid_5, 1000, 0.0005, grace1
cmp625, 9, Hybrid_10, 1000, 0.0005, grace1
cmp625, 9, Hybrid_20, 1000, 0.0005, grace1
cmp625, 9, Hybrid_30, 1000, 0.0005, grace1
cmp625, 9, Hybrid_50, 1000, 0.0007, grace1
cmp625, 9, Hybrid_100, 1000, 0.0009, grace1
cmp625, 9, Hybrid_500, 1000, 0.0034, grace1
cmp625, 9, Hybrid_1000, 1000, 0.0102, grace1
cmp625, 9, Hybrid_5000, 1000, 0.0117, grace1
cmp625, 9, NativeSorted, 1000, 0.0001, grace1
cmp625, 9, BruteForce, 2000, 0.0407, grace1
cmp625, 9, Hybrid_5, 2000, 0.0011, grace1
cmp625, 9, Hybrid_10, 2000, 0.0010, grace1
cmp625, 9, Hybrid_20, 2000, 0.0011, grace1
cmp625, 9, Hybrid_30, 2000, 0.0011, grace1
cmp625, 9, Hybrid_50, 2000, 0.0013, grace1
cmp625, 9, Hybrid_100, 2000, 0.0019, grace1
cmp625, 9, Hybrid_500, 2000, 0.0068, grace1
cmp625, 9, Hybrid_1000, 2000, 0.0113, grace1
cmp625, 9, Hybrid_5000, 2000, 0.0413, grace1
cmp625, 9, NativeSorted, 2000, 0.0002, grace1
cmp625, 9, BruteForce, 5000, 0.2576, grace1
cmp625, 9, Hybrid_5, 5000, 0.0032, grace1
cmp625, 9, Hybrid_10, 5000, 0.0031, grace1
cmp625, 9, Hybrid_20, 5000, 0.0031, grace1
cmp625, 9, Hybrid_30, 5000, 0.0033, grace1
cmp625, 9, Hybrid_50, 5000, 0.0037, grace1
cmp625, 9, Hybrid_100, 5000, 0.0051, grace1
cmp625, 9, Hybrid_500, 5000, 0.0189, grace1
cmp625, 9, Hybrid_1000, 5000, 0.0360, grace1
cmp625, 9, Hybrid_5000, 5000, 0.2602, grace1
cmp625, 9, NativeSorted, 5000, 0.0004, grace1
cmp625, 9, BruteForce, 10000, 1.0598, grace1
cmp625, 9, Hybrid_5, 10000, 0.0066, grace1
cmp625, 9, Hybrid_10, 10000, 0.0064, grace1
cmp625, 9, Hybrid_20, 10000, 0.0065, grace1
cmp625, 9, Hybrid_30, 10000, 0.0068, grace1
cmp625, 9, Hybrid_50, 10000, 0.0078, grace1
cmp625, 9, Hybrid_100, 10000, 0.0106, grace1
cmp625, 9, Hybrid_500, 10000, 0.0348, grace1
cmp625, 9, Hybrid_1000, 10000, 0.0652, grace1
cmp625, 9, Hybrid_5000, 10000, 0.2942, grace1
cmp625, 9, NativeSorted, 10000, 0.0009, grace1
cmp625, 9, BruteForce, 50000, 32.2651, grace1
cmp625, 9, Hybrid_5, 50000, 0.0428, grace1
cmp625, 9, Hybrid_10, 50000, 0.0417, grace1
cmp625, 9, Hybrid_20, 50000, 0.0424, grace1
cmp625, 9, Hybrid_30, 50000, 0.0440, grace1
cmp625, 9, Hybrid_50, 50000, 0.0489, grace1
cmp625, 9, Hybrid_100, 50000, 0.0630, grace1
cmp625, 9, Hybrid_500, 50000, 0.1874, grace1
cmp625, 9, Hybrid_1000, 50000, 0.3592, grace1
cmp625, 9, Hybrid_5000, 50000, 1.6861, grace1
cmp625, 9, NativeSorted, 50000, 0.0052, grace1
cmp625, 9, BruteForce, 100000, 151.4941, grace1
cmp625, 9, Hybrid_5, 100000, 0.0941, grace1
cmp625, 9, Hybrid_10, 100000, 0.0916, grace1
cmp625, 9, Hybrid_20, 100000, 0.0925, grace1
cmp625, 9, Hybrid_30, 100000, 0.0962, grace1
cmp625, 9, Hybrid_50, 100000, 0.1059, grace1
cmp625, 9, Hybrid_100, 100000, 0.1337, grace1
cmp625, 9, Hybrid_500, 100000, 0.3971, grace1
cmp625, 9, Hybrid_1000, 100000, 0.7552, grace1
cmp625, 9, Hybrid_5000, 100000, 3.4240, grace1
cmp625, 9, NativeSorted, 100000, 0.0115, grace1
cmp625, 9, BruteForce, 500000, 3882.9728, grace1
cmp625, 9, Hybrid_5, 500000, 0.5318, grace1
cmp625, 9, Hybrid_10, 500000, 0.5160, grace1
cmp625, 9, Hybrid_20, 500000, 0.5193, grace1
cmp625, 9, Hybrid_30, 500000, 0.5371, grace1
cmp625, 9, Hybrid_50, 500000, 0.5835, grace1
cmp625, 9, Hybrid_100, 500000, 0.7247, grace1
cmp625, 9, Hybrid_500, 500000, 2.0238, grace1
cmp625, 9, Hybrid_1000, 500000, 3.6544, grace1
cmp625, 9, Hybrid_5000, 500000, 17.3664, grace1
cmp625, 9, NativeSorted, 500000, 0.0657, grace1
cmp625, 9, BruteForce, 1000000, 15706.6030, grace1
cmp625, 9, Hybrid_5, 1000000, 1.1960, grace1
cmp625, 9, Hybrid_10, 1000000, 1.1719, grace1
cmp625, 9, Hybrid_20, 1000000, 1.1791, grace1
cmp625, 9, Hybrid_30, 1000000, 1.2113, grace1
cmp625, 9, Hybrid_50, 1000000, 1.3043, grace1
cmp625, 9, Hybrid_100, 1000000, 1.5815, grace1
cmp625, 9, Hybrid_500, 1000000, 4.2038, grace1
cmp625, 9, Hybrid_1000, 1000000, 7.6340, grace1
cmp625, 9, Hybrid_5000, 1000000, 35.6757, grace1
cmp625, 9, NativeSorted, 1000000, 0.1411, grace1
cmp625, 10, BruteForce, 1000, 0.0100, grace1
cmp625, 10, Hybrid_5, 1000, 0.0005, grace1
cmp625, 10, Hybrid_10, 1000, 0.0005, grace1
cmp625, 10, Hybrid_20, 1000, 0.0005, grace1
cmp625, 10, Hybrid_30, 1000, 0.0005, grace1
cmp625, 10, Hybrid_50, 1000, 0.0006, grace1
cmp625, 10, Hybrid_100, 1000, 0.0009, grace1
cmp625, 10, Hybrid_500, 1000, 0.0027, grace1
cmp625, 10, Hybrid_1000, 1000, 0.0100, grace1
cmp625, 10, Hybrid_5000, 1000, 0.0100, grace1
cmp625, 10, NativeSorted, 1000, 0.0001, grace1
cmp625, 10, BruteForce, 2000, 0.0394, grace1
cmp625, 10, Hybrid_5, 2000, 0.0012, grace1
cmp625, 10, Hybrid_10, 2000, 0.0011, grace1
cmp625, 10, Hybrid_20, 2000, 0.0011, grace1
cmp625, 10, Hybrid_30, 2000, 0.0012, grace1
cmp625, 10, Hybrid_50, 2000, 0.0014, grace1
cmp625, 10, Hybrid_100, 2000, 0.0020, grace1
cmp625, 10, Hybrid_500, 2000, 0.0076, grace1
cmp625, 10, Hybrid_1000, 2000, 0.0140, grace1
cmp625, 10, Hybrid_5000, 2000, 0.0394, grace1
cmp625, 10, NativeSorted, 2000, 0.0001, grace1
cmp625, 10, BruteForce, 5000, 0.2559, grace1
cmp625, 10, Hybrid_5, 5000, 0.0032, grace1
cmp625, 10, Hybrid_10, 5000, 0.0030, grace1
cmp625, 10, Hybrid_20, 5000, 0.0031, grace1
cmp625, 10, Hybrid_30, 5000, 0.0032, grace1
cmp625, 10, Hybrid_50, 5000, 0.0038, grace1
cmp625, 10, Hybrid_100, 5000, 0.0053, grace1
cmp625, 10, Hybrid_500, 5000, 0.0186, grace1
cmp625, 10, Hybrid_1000, 5000, 0.0344, grace1
cmp625, 10, Hybrid_5000, 5000, 0.2558, grace1
cmp625, 10, NativeSorted, 5000, 0.0004, grace1
cmp625, 10, BruteForce, 10000, 1.0323, grace1
cmp625, 10, Hybrid_5, 10000, 0.0063, grace1
cmp625, 10, Hybrid_10, 10000, 0.0061, grace1
cmp625, 10, Hybrid_20, 10000, 0.0062, grace1
cmp625, 10, Hybrid_30, 10000, 0.0066, grace1
cmp625, 10, Hybrid_50, 10000, 0.0075, grace1
cmp625, 10, Hybrid_100, 10000, 0.0101, grace1
cmp625, 10, Hybrid_500, 10000, 0.0360, grace1
cmp625, 10, Hybrid_1000, 10000, 0.0702, grace1
cmp625, 10, Hybrid_5000, 10000, 0.3740, grace1
cmp625, 10, NativeSorted, 10000, 0.0008, grace1
cmp625, 10, BruteForce, 50000, 31.4277, grace1
cmp625, 10, Hybrid_5, 50000, 0.0433, grace1
cmp625, 10, Hybrid_10, 50000, 0.0428, grace1
cmp625, 10, Hybrid_20, 50000, 0.0429, grace1
cmp625, 10, Hybrid_30, 50000, 0.0447, grace1
cmp625, 10, Hybrid_50, 50000, 0.0503, grace1
cmp625, 10, Hybrid_100, 50000, 0.0666, grace1
cmp625, 10, Hybrid_500, 50000, 0.2052, grace1
cmp625, 10, Hybrid_1000, 50000, 0.3723, grace1
cmp625, 10, Hybrid_5000, 50000, 1.8926, grace1
cmp625, 10, NativeSorted, 50000, 0.0052, grace1
cmp625, 10, BruteForce, 100000, 148.3356, grace1
cmp625, 10, Hybrid_5, 100000, 0.1044, grace1
cmp625, 10, Hybrid_10, 100000, 0.1041, grace1
cmp625, 10, Hybrid_20, 100000, 0.1047, grace1
cmp625, 10, Hybrid_30, 100000, 0.1081, grace1
cmp625, 10, Hybrid_50, 100000, 0.1172, grace1
cmp625, 10, Hybrid_100, 100000, 0.1414, grace1
cmp625, 10, Hybrid_500, 100000, 0.3932, grace1
cmp625, 10, Hybrid_1000, 100000, 0.7521, grace1
cmp625, 10, Hybrid_5000, 100000, 3.7150, grace1
cmp625, 10, NativeSorted, 100000, 0.0113, grace1
cmp625, 10, BruteForce, 500000, 3980.4755, grace1
cmp625, 10, Hybrid_5, 500000, 0.5589, grace1
cmp625, 10, Hybrid_10, 500000, 0.5218, grace1
cmp625, 10, Hybrid_20, 500000, 0.5496, grace1
cmp625, 10, Hybrid_30, 500000, 0.5685, grace1
cmp625, 10, Hybrid_50, 500000, 0.6015, grace1
cmp625, 10, Hybrid_100, 500000, 0.7377, grace1
cmp625, 10, Hybrid_500, 500000, 2.0315, grace1
cmp625, 10, Hybrid_1000, 500000, 3.6410, grace1
cmp625, 10, Hybrid_5000, 500000, 17.7063, grace1
cmp625, 10, NativeSorted, 500000, 0.0664, grace1
cmp625, 10, BruteForce, 1000000, 16344.0318, grace1
cmp625, 10, Hybrid_5, 1000000, 1.2182, grace1
cmp625, 10, Hybrid_10, 1000000, 1.1545, grace1
cmp625, 10, Hybrid_20, 1000000, 1.1609, grace1
cmp625, 10, Hybrid_30, 1000000, 1.1928, grace1
cmp625, 10, Hybrid_50, 1000000, 1.2903, grace1
cmp625, 10, Hybrid_100, 1000000, 1.5754, grace1
cmp625, 10, Hybrid_500, 1000000, 4.2243, grace1
cmp625, 10, Hybrid_1000, 1000000, 7.8480, grace1
cmp625, 10, Hybrid_5000, 1000000, 34.6684, grace1
cmp625, 10, NativeSorted, 1000000, 0.1416, grace1
cmp625, 1, BruteForce, 1000, 0.0092, lunaris
cmp625, 1, Hybrid_5, 1000, 0.0005, lunaris
cmp625, 1, Hybrid_10, 1000, 0.0005, lunaris
cmp625, 1, Hybrid_20, 1000, 0.0004, lunaris
cmp625, 1, Hybrid_30, 1000, 0.0005, lunaris
cmp625, 1, Hybrid_50, 1000, 0.0006, lunaris
cmp625, 1, Hybrid_100, 1000, 0.0008, lunaris
cmp625, 1, Hybrid_500, 1000, 0.0031, lunaris
cmp625, 1, Hybrid_1000, 1000, 0.0093, lunaris
cmp625, 1, Hybrid_5000, 1000, 0.0092, lunaris
cmp625, 1, NativeSorted, 1000, 0.0001, lunaris
cmp625, 1, BruteForce, 2000, 0.0354, lunaris
cmp625, 1, Hybrid_5, 2000, 0.0011, lunaris
cmp625, 1, Hybrid_10, 2000, 0.0010, lunaris
cmp625, 1, Hybrid_20, 2000, 0.0010, lunaris
cmp625, 1, Hybrid_30, 2000, 0.0011, lunaris
cmp625, 1, Hybrid_50, 2000, 0.0013, lunaris
cmp625, 1, Hybrid_100, 2000, 0.0017, lunaris
cmp625, 1, Hybrid_500, 2000, 0.0082, lunaris
cmp625, 1, Hybrid_1000, 2000, 0.0121, lunaris
cmp625, 1, Hybrid_5000, 2000, 0.0355, lunaris
cmp625, 1, NativeSorted, 2000, 0.0001, lunaris
cmp625, 1, BruteForce, 5000, 0.2212, lunaris
cmp625, 1, Hybrid_5, 5000, 0.0030, lunaris
cmp625, 1, Hybrid_10, 5000, 0.0029, lunaris
cmp625, 1, Hybrid_20, 5000, 0.0029, lunaris
cmp625, 1, Hybrid_30, 5000, 0.0031, lunaris
cmp625, 1, Hybrid_50, 5000, 0.0036, lunaris
cmp625, 1, Hybrid_100, 5000, 0.0048, lunaris
cmp625, 1, Hybrid_500, 5000, 0.0148, lunaris
cmp625, 1, Hybrid_1000, 5000, 0.0319, lunaris
cmp625, 1, Hybrid_5000, 5000, 0.2274, lunaris
cmp625, 1, NativeSorted, 5000, 0.0004, lunaris
cmp625, 1, BruteForce, 10000, 0.8913, lunaris
cmp625, 1, Hybrid_5, 10000, 0.0063, lunaris
cmp625, 1, Hybrid_10, 10000, 0.0061, lunaris
cmp625, 1, Hybrid_20, 10000, 0.0062, lunaris
cmp625, 1, Hybrid_30, 10000, 0.0065, lunaris
cmp625, 1, Hybrid_50, 10000, 0.0072, lunaris
cmp625, 1, Hybrid_100, 10000, 0.0098, lunaris
cmp625, 1, Hybrid_500, 10000, 0.0310, lunaris
cmp625, 1, Hybrid_1000, 10000, 0.0557, lunaris
cmp625, 1, Hybrid_5000, 10000, 0.2432, lunaris
cmp625, 1, NativeSorted, 10000, 0.0008, lunaris
cmp625, 1, BruteForce, 50000, 24.4089, lunaris
